city,district,property_type,area_m2,price_syp,price_usd,source,created_at
damascus,muhajireen,studio,34,503978132,,seed,2025-11-08T18:31:32.559Z
damascus,rukn al-din,apartment,186,492079624,,seed,2025-12-20T17:02:45.559Z
damascus,midan,apartment,87,207546315,,seed,2025-12-08T08:32:11.559Z
damascus,baghdad,apartment,161,1866395929,,seed,2025-11-12T19:58:25.559Z
rif dimashq,jaramana,apartment,124,354216134,,seed,2026-01-11T09:48:41.559Z
damascus,mazzeh,apartment,148,752262005,,seed,2025-12-29T10:21:26.559Z
rif dimashq,jaramana,land,520,666137664,,seed,2026-01-25T01:20:38.559Z
rif dimashq,artouz,house,138,806246784,,seed,2026-01-24T03:25:55.559Z
damascus,mazzeh,apartment,167,1155709058,,seed,2025-11-07T10:59:08.559Z
rif dimashq,jaramana,apartment,187,563792993,,seed,2025-11-10T20:12:29.559Z
rif dimashq,sahnaya,apartment,99,551417632,,seed,2025-12-24T00:43:14.559Z
rif dimashq,harasta,apartment,130,359362361,,seed,2025-11-10T23:32:50.559Z
damascus,midan,villa,278,1139410800,,seed,2025-12-28T00:59:45.559Z
damascus,hay al ameen,apartment,123,1355757045,,seed,2026-02-24T14:48:03.559Z
rif dimashq,mleiha,apartment,157,442911918,,seed,2026-03-01T04:06:55.559Z
damascus,mazzeh,land,686,2947331662,,seed,2026-02-25T08:37:14.559Z
rif dimashq,darayya,house,296,1472010179,,seed,2025-12-22T19:35:09.559Z
rif dimashq,qudsaya project,villa,209,1666490760,,seed,2026-01-19T00:58:10.559Z
damascus,rukn al-din,apartment,186,482121339,,seed,2026-01-04T02:43:12.559Z
damascus,shaalaan,studio,35,332420439,,seed,2025-11-09T14:47:06.559Z
damascus,shaalaan,apartment,105,767016382,,seed,2025-11-09T23:58:37.559Z
rif dimashq,qudsaya project,apartment,97,724100764,,seed,2025-12-24T19:16:14.559Z
rif dimashq,jadidat al sheibani,house,202,1204788421,,seed,2025-12-23T12:06:10.559Z
damascus,rukn al-din,apartment,112,327328566,,seed,2026-01-31T20:55:18.559Z
damascus,mashrou dummar,apartment,129,880641720,,seed,2025-12-05T23:14:22.559Z
damascus,mashrou dummar,house,224,1840524576,,seed,2026-01-10T04:35:22.559Z
damascus,mazzeh,apartment,213,908618919,,seed,2026-02-21T14:05:23.559Z
damascus,abu rummaneh,house,194,1533083550,,seed,2025-12-04T11:11:21.559Z
damascus,hay al ameen,apartment,211,1975894887,,seed,2026-03-01T19:17:07.559Z
damascus,baghdad,house,166,1335277477,,seed,2025-12-12T17:55:16.559Z
rif dimashq,qudsaya project,studio,42,335463188,,seed,2026-02-27T13:18:55.559Z
rif dimashq,jadidat al sheibani,apartment,165,1011690345,,seed,2025-12-07T01:38:51.559Z
damascus,abu rummaneh,apartment,84,719427687,,seed,2025-11-30T06:17:59.559Z
rif dimashq,sahnaya,land,140,392582580,,seed,2026-01-18T23:30:10.559Z
rif dimashq,mleiha,house,192,414722067,,seed,2025-11-09T13:08:33.559Z
damascus,mazzeh,apartment,185,903097254,,seed,2025-12-25T02:04:47.559Z
rif dimashq,jadidat al sheibani,villa,536,5050458549,,seed,2026-02-21T22:12:15.559Z
rif dimashq,qudsaya project,studio,59,669318152,,seed,2026-01-21T07:19:56.559Z
rif dimashq,qudsaya project,apartment,138,1089611898,,seed,2026-02-26T12:37:32.559Z
rif dimashq,mleiha,land,961,2064083850,,seed,2026-02-26T13:44:49.559Z
damascus,kafr sousa,house,233,1385904449,,seed,2026-01-19T22:06:59.559Z
damascus,mazzeh,villa,332,2725551744,,seed,2025-12-16T14:46:25.559Z
damascus,kafr sousa,villa,461,4749016118,,seed,2025-11-13T16:36:19.559Z
damascus,mazzeh,studio,49,360294950,,seed,2026-02-02T05:37:48.559Z
damascus,khaled ibn al walid,villa,408,5757062062,,seed,2025-11-12T01:08:00.559Z
damascus,midan,apartment,89,260366044,,seed,2026-02-25T00:26:53.559Z
rif dimashq,qudsaya project,apartment,89,821101480,,seed,2025-11-29T15:36:44.559Z
rif dimashq,jadidat al sheibani,apartment,186,860641256,,seed,2026-02-05T17:19:35.559Z
damascus,mazzeh,apartment,220,1318595046,,seed,2025-11-15T11:39:23.559Z
damascus,baghdad,apartment,106,1382475476,,seed,2025-12-12T17:47:12.559Z
damascus,muhajireen,apartment,196,1551567145,,seed,2025-11-27T22:22:24.559Z
damascus,baghdad,apartment,105,1013970264,,seed,2026-02-18T12:26:16.559Z
damascus,rukn al-din,studio,60,197535453,,seed,2026-02-14T08:39:39.559Z
rif dimashq,sahnaya,villa,393,3578114902,,seed,2026-01-25T07:32:30.559Z
damascus,shaalaan,house,196,1338091407,,seed,2025-12-13T21:10:49.559Z
damascus,muhajireen,apartment,217,2280189759,,seed,2026-02-22T17:07:52.559Z
rif dimashq,darayya,apartment,102,537895446,,seed,2025-11-12T02:25:33.559Z
rif dimashq,mleiha,land,582,721772496,,seed,2026-02-10T23:26:19.559Z
rif dimashq,jadidat al sheibani,apartment,94,747481608,,seed,2025-11-20T00:47:26.559Z
damascus,abu rummaneh,apartment,102,1061229906,,seed,2026-01-13T04:26:53.559Z
damascus,shaalaan,villa,388,4791816428,,seed,2025-12-12T00:49:25.559Z
damascus,mashrou dummar,studio,36,343557986,,seed,2025-12-28T01:46:23.559Z
rif dimashq,darayya,apartment,198,686990938,,seed,2026-01-04T09:30:27.559Z
damascus,mashrou dummar,apartment,77,521674609,,seed,2026-01-07T01:47:31.559Z
rif dimashq,jaramana,apartment,132,464849609,,seed,2025-11-11T13:35:47.559Z
rif dimashq,qudsaya project,apartment,109,905916750,,seed,2025-12-24T07:02:39.559Z
damascus,hay al ameen,apartment,114,1448012249,,seed,2025-12-28T09:19:38.559Z
rif dimashq,mleiha,house,295,682437218,,seed,2026-02-28T03:38:42.559Z
rif dimashq,qudsaya project,apartment,187,1786324652,,seed,2026-01-27T10:31:52.559Z
damascus,mazzeh,apartment,182,1054730093,,seed,2025-12-25T05:13:27.559Z
damascus,mazzeh,apartment,142,898455549,,seed,2025-11-22T22:02:33.559Z
damascus,mashrou dummar,studio,25,271537296,,seed,2025-12-01T11:26:09.559Z
damascus,muhajireen,apartment,150,1612970776,,seed,2025-12-10T20:17:14.559Z
rif dimashq,jadidat al sheibani,apartment,194,1002710448,,seed,2025-12-16T08:13:20.559Z
damascus,malki,apartment,189,2250592142,,seed,2025-11-23T03:12:16.559Z
damascus,khaled ibn al walid,apartment,136,1216249631,,seed,2026-02-05T03:06:51.559Z
rif dimashq,sahnaya,apartment,101,551499050,,seed,2026-01-31T15:23:35.559Z
damascus,shaalaan,apartment,163,1437147928,,seed,2025-11-28T00:47:52.559Z
rif dimashq,artouz,land,598,1709396008,,seed,2025-12-03T02:58:55.559Z
damascus,rukn al-din,villa,319,1796862133,,seed,2026-01-11T21:18:06.559Z
damascus,mashrou dummar,villa,376,4018863863,,seed,2026-01-31T04:09:12.559Z
damascus,shaalaan,studio,49,690830910,,seed,2026-02-05T01:55:37.559Z
rif dimashq,jaramana,house,296,688516509,,seed,2026-01-29T16:18:03.559Z
damascus,muhajireen,apartment,146,2050643740,,seed,2025-12-12T11:04:50.559Z
damascus,kafr sousa,studio,44,221313739,,seed,2026-02-09T06:24:20.559Z
rif dimashq,darayya,apartment,120,814613760,,seed,2025-12-07T05:52:16.559Z
damascus,baghdad,house,110,889200222,,seed,2026-01-23T11:00:49.559Z
damascus,muhajireen,apartment,114,1112811731,,seed,2026-01-31T18:17:43.559Z
damascus,abu rummaneh,apartment,152,1801169465,,seed,2026-01-05T04:15:00.559Z
rif dimashq,sahnaya,villa,223,1813818359,,seed,2026-02-05T02:54:24.559Z
rif dimashq,sahnaya,land,748,2604808839,,seed,2026-01-31T20:04:05.559Z
damascus,mazzeh,studio,33,291103956,,seed,2025-11-11T13:52:22.559Z
damascus,hay al ameen,apartment,169,1534985086,,seed,2026-02-10T01:42:22.559Z
rif dimashq,harasta,apartment,167,413602335,,seed,2026-01-25T05:15:36.559Z
rif dimashq,jaramana,villa,247,1315073421,,seed,2026-02-23T15:53:58.559Z
damascus,kafr sousa,apartment,212,1514570400,,seed,2025-12-08T04:58:41.559Z
damascus,hay al ameen,apartment,159,1578555546,,seed,2026-01-26T20:52:49.559Z
damascus,muhajireen,apartment,113,1121981727,,seed,2025-12-30T13:21:49.559Z
damascus,midan,apartment,142,546728400,,seed,2026-02-10T19:44:23.559Z
damascus,malki,apartment,146,1423573274,,seed,2025-12-01T21:33:34.559Z
damascus,baghdad,house,146,1037514236,,seed,2026-01-21T04:41:36.559Z
rif dimashq,mleiha,land,264,517815614,,seed,2026-02-28T04:09:02.559Z
damascus,mazzeh,apartment,119,604181280,,seed,2026-02-25T13:58:10.559Z
damascus,midan,house,117,236953931,,seed,2026-01-08T02:17:04.559Z
damascus,khaled ibn al walid,studio,55,482897311,,seed,2026-02-02T04:38:09.559Z
rif dimashq,mleiha,apartment,160,529787520,,seed,2026-02-07T17:39:40.559Z
rif dimashq,jaramana,apartment,144,365677984,,seed,2025-11-10T19:44:26.559Z
rif dimashq,qudsaya project,studio,26,179010000,,seed,2025-11-21T04:31:11.559Z
rif dimashq,harasta,apartment,142,533416752,,seed,2026-01-31T00:59:41.559Z
rif dimashq,darayya,house,252,940584960,,seed,2026-02-21T07:44:38.559Z
damascus,shaalaan,villa,346,3501912377,,seed,2026-01-01T23:02:25.559Z
damascus,rukn al-din,apartment,188,604911354,,seed,2025-12-10T18:03:25.559Z
rif dimashq,qudsaya project,apartment,176,1399730932,,seed,2026-01-05T12:03:56.559Z
damascus,khaled ibn al walid,land,155,709635607,,seed,2025-11-09T06:21:57.559Z
damascus,mazzeh,apartment,174,654029251,,seed,2026-01-24T20:31:27.559Z
rif dimashq,artouz,apartment,150,940583193,,seed,2025-11-06T01:48:54.559Z
rif dimashq,mleiha,studio,48,125326130,,seed,2026-01-28T20:20:06.559Z
damascus,hay al ameen,land,498,2305574381,,seed,2026-01-15T06:53:14.559Z
rif dimashq,qudsaya project,house,154,1368941728,,seed,2026-02-08T15:02:17.559Z
rif dimashq,artouz,land,528,1500472777,,seed,2026-01-03T21:02:20.559Z
damascus,baghdad,apartment,156,1377053272,,seed,2025-11-04T17:41:49.559Z
damascus,hay al ameen,villa,220,2470782875,,seed,2026-01-21T08:12:08.559Z
damascus,shaalaan,land,388,2367745701,,seed,2025-11-10T18:53:36.559Z
rif dimashq,jaramana,apartment,124,302422617,,seed,2025-11-20T21:43:01.559Z
rif dimashq,mleiha,house,292,859791178,,seed,2026-02-27T13:54:57.559Z
damascus,kafr sousa,apartment,92,420932069,,seed,2026-01-12T10:18:07.559Z
damascus,abu rummaneh,apartment,185,2092082131,,seed,2025-11-03T17:33:36.559Z
damascus,malki,apartment,109,1414459122,,seed,2025-12-20T07:46:12.559Z
damascus,mazzeh,apartment,123,923211432,,seed,2026-02-05T10:53:26.559Z
rif dimashq,harasta,house,225,578360593,,seed,2025-12-02T21:52:38.559Z
damascus,abu rummaneh,apartment,197,1878556795,,seed,2026-01-14T03:47:50.559Z
damascus,muhajireen,studio,59,675745686,,seed,2025-12-11T03:32:19.559Z
damascus,muhajireen,apartment,150,1388555128,,seed,2026-02-10T20:13:53.559Z
damascus,mashrou dummar,apartment,100,1075406824,,seed,2025-12-14T10:57:07.559Z
rif dimashq,artouz,studio,46,230565907,,seed,2025-12-05T05:14:30.559Z
damascus,mashrou dummar,apartment,172,1962585294,,seed,2026-02-24T22:46:30.559Z
damascus,shaalaan,apartment,104,1178842613,,seed,2026-01-21T02:08:17.559Z
damascus,kafr sousa,apartment,81,421438564,,seed,2026-02-22T08:20:55.559Z
rif dimashq,qudsaya project,apartment,141,1010299597,,seed,2026-01-01T10:25:14.559Z
damascus,shaalaan,apartment,150,1463652279,,seed,2026-01-14T10:51:31.559Z
rif dimashq,mleiha,house,266,580092869,,seed,2025-11-16T05:47:43.559Z
rif dimashq,jaramana,apartment,79,219127130,,seed,2025-11-12T15:48:12.559Z
damascus,kafr sousa,apartment,215,879457500,,seed,2025-11-11T23:42:42.559Z
rif dimashq,sahnaya,apartment,191,946613839,,seed,2025-12-15T12:31:32.559Z
rif dimashq,darayya,land,352,1016991385,,seed,2025-11-04T23:02:53.559Z
rif dimashq,sahnaya,land,989,3127886875,,seed,2026-01-03T14:15:00.559Z
rif dimashq,artouz,apartment,202,813662174,,seed,2026-02-12T04:24:51.559Z
rif dimashq,darayya,apartment,135,537419632,,seed,2026-01-08T18:41:31.559Z
damascus,mashrou dummar,apartment,82,759387824,,seed,2026-02-08T01:22:44.559Z
damascus,shaalaan,apartment,185,1940558043,,seed,2026-01-20T23:25:19.559Z
rif dimashq,sahnaya,house,242,952746606,,seed,2025-12-08T16:08:27.559Z
damascus,malki,apartment,114,1293146497,,seed,2026-02-13T06:46:16.559Z
damascus,baghdad,villa,261,3506130051,,seed,2025-12-07T15:47:56.559Z
rif dimashq,jaramana,house,120,359162748,,seed,2026-01-19T09:55:35.559Z
damascus,mazzeh,land,662,1981818839,,seed,2025-12-27T04:35:52.559Z
damascus,abu rummaneh,studio,48,521800280,,seed,2025-12-27T21:53:54.559Z
damascus,abu rummaneh,apartment,90,715748185,,seed,2026-01-04T16:35:07.559Z
rif dimashq,darayya,villa,375,2617167417,,seed,2026-02-26T10:28:19.559Z
rif dimashq,sahnaya,studio,41,255549593,,seed,2026-01-27T22:57:18.559Z
damascus,kafr sousa,studio,28,157736388,,seed,2026-02-03T01:18:34.559Z
rif dimashq,artouz,land,494,1465409708,,seed,2025-11-24T13:04:53.559Z
damascus,shaalaan,studio,39,350690902,,seed,2026-02-03T17:16:47.559Z
damascus,shaalaan,apartment,188,2114943575,,seed,2025-11-17T05:21:35.559Z
damascus,kafr sousa,apartment,93,519010535,,seed,2025-11-30T21:03:34.559Z
damascus,malki,studio,42,413709580,,seed,2026-01-22T03:22:29.559Z
damascus,kafr sousa,apartment,131,654159525,,seed,2026-01-02T16:53:32.559Z
rif dimashq,artouz,apartment,200,1425830776,,seed,2026-01-23T14:21:27.559Z
damascus,shaalaan,apartment,171,1951192499,,seed,2026-01-21T07:45:24.559Z
damascus,mashrou dummar,studio,28,280394241,,seed,2025-12-27T08:46:03.559Z
damascus,rukn al-din,apartment,186,395665939,,seed,2025-12-20T19:53:36.559Z
rif dimashq,qudsaya project,studio,31,245944159,,seed,2026-01-07T15:58:46.559Z
rif dimashq,qudsaya project,apartment,164,1592762791,,seed,2026-01-29T01:00:28.559Z
rif dimashq,sahnaya,apartment,131,718385430,,seed,2026-01-24T03:13:10.559Z
rif dimashq,artouz,land,669,2078934368,,seed,2025-11-16T17:16:50.559Z
damascus,muhajireen,studio,28,266644661,,seed,2026-02-12T09:35:57.559Z
damascus,kafr sousa,apartment,85,602339970,,seed,2026-02-10T09:44:15.559Z
rif dimashq,harasta,apartment,169,358934409,,seed,2025-11-14T11:23:34.559Z
rif dimashq,artouz,studio,43,273636975,,seed,2026-01-25T09:58:28.559Z
rif dimashq,jaramana,apartment,117,302142662,,seed,2026-02-24T16:30:45.559Z
rif dimashq,artouz,apartment,83,477584837,,seed,2025-12-15T11:35:47.559Z
damascus,midan,apartment,96,311166761,,seed,2026-01-26T23:53:48.559Z
rif dimashq,sahnaya,land,958,3688225030,,seed,2026-02-09T01:08:49.559Z
rif dimashq,jaramana,apartment,153,563121659,,seed,2026-01-12T02:00:53.559Z
rif dimashq,qudsaya project,studio,42,389972547,,seed,2025-12-16T18:34:01.559Z
damascus,hay al ameen,apartment,184,1437483370,,seed,2025-12-21T21:05:59.559Z
rif dimashq,jaramana,villa,559,3155578244,,seed,2025-12-18T19:16:17.559Z
damascus,baghdad,house,187,1218095085,,seed,2025-11-16T01:20:01.559Z
damascus,abu rummaneh,apartment,97,964348128,,seed,2026-01-21T03:38:26.559Z
damascus,baghdad,apartment,217,1854301608,,seed,2025-12-21T19:17:49.559Z
damascus,midan,apartment,94,310571727,,seed,2025-12-11T05:56:35.559Z
damascus,muhajireen,apartment,71,790206710,,seed,2026-01-18T17:35:41.559Z
damascus,kafr sousa,apartment,160,644670062,,seed,2025-12-01T05:31:02.559Z
damascus,abu rummaneh,apartment,106,1255225469,,seed,2026-01-23T21:55:43.559Z
damascus,muhajireen,apartment,78,925146600,,seed,2026-01-21T03:39:25.559Z
damascus,midan,apartment,165,437918690,,seed,2026-01-02T18:10:07.559Z
rif dimashq,jaramana,studio,43,104490000,,seed,2026-02-19T09:28:18.559Z
rif dimashq,qudsaya project,apartment,187,1611837421,,seed,2025-11-24T03:23:06.559Z
rif dimashq,qudsaya project,apartment,79,722367347,,seed,2025-11-08T18:24:00.559Z
damascus,mazzeh,apartment,213,1662339104,,seed,2025-12-19T12:06:39.560Z
damascus,baghdad,apartment,202,1956572585,,seed,2026-03-02T13:09:11.560Z
damascus,mazzeh,apartment,137,719934355,,seed,2026-01-31T15:09:00.560Z
damascus,baghdad,apartment,105,1155261927,,seed,2025-11-05T23:19:17.560Z
rif dimashq,jaramana,house,162,281685600,,seed,2026-02-07T06:24:14.560Z
damascus,rukn al-din,apartment,90,271528149,,seed,2026-01-19T15:02:48.560Z
damascus,malki,apartment,146,1551812438,,seed,2026-01-09T12:19:36.560Z
damascus,kafr sousa,house,115,456919549,,seed,2026-01-06T05:37:15.560Z
rif dimashq,jaramana,apartment,196,681259166,,seed,2026-01-15T19:39:22.560Z
damascus,mazzeh,apartment,127,530838506,,seed,2025-12-18T14:59:30.560Z
damascus,mazzeh,apartment,119,799394514,,seed,2025-12-16T01:24:05.560Z
damascus,midan,apartment,163,498142554,,seed,2026-01-28T20:51:44.560Z
damascus,baghdad,land,137,778107435,,seed,2026-01-26T18:48:00.560Z
damascus,malki,apartment,188,1818214194,,seed,2025-11-12T15:36:00.560Z
damascus,baghdad,apartment,116,1214038928,,seed,2026-03-01T07:15:59.560Z
damascus,abu rummaneh,villa,512,8623679795,,seed,2025-11-26T10:19:52.560Z
rif dimashq,artouz,house,159,726822580,,seed,2026-01-12T23:18:14.560Z
damascus,abu rummaneh,apartment,196,1720364315,,seed,2025-12-15T23:47:52.560Z
rif dimashq,qudsaya project,studio,58,627291252,,seed,2025-12-16T15:51:13.560Z
rif dimashq,jaramana,apartment,131,508213845,,seed,2026-02-02T12:43:43.560Z
damascus,kafr sousa,studio,56,397352464,,seed,2025-12-12T11:10:40.560Z
rif dimashq,mleiha,land,829,1763251489,,seed,2026-01-28T14:11:50.560Z
rif dimashq,jaramana,apartment,124,481057380,,seed,2025-12-21T23:48:06.560Z
rif dimashq,artouz,apartment,190,1113000536,,seed,2026-01-12T00:57:40.560Z
damascus,mashrou dummar,villa,448,5132443362,,seed,2025-11-26T22:44:00.560Z
damascus,rukn al-din,house,99,277019855,,seed,2026-01-02T14:33:23.560Z
damascus,hay al ameen,apartment,151,1033166160,,seed,2025-12-05T16:19:04.560Z
damascus,muhajireen,apartment,204,1990035685,,seed,2025-12-02T03:44:06.560Z
rif dimashq,jaramana,apartment,123,302924914,,seed,2025-12-07T05:19:11.560Z
damascus,malki,apartment,118,1274310698,,seed,2026-01-16T00:00:53.560Z
damascus,rukn al-din,apartment,129,407249446,,seed,2026-03-02T04:54:08.560Z
damascus,abu rummaneh,apartment,174,1854518863,,seed,2026-01-10T23:20:36.560Z
damascus,baghdad,apartment,84,578750760,,seed,2025-12-31T14:45:09.560Z
damascus,abu rummaneh,apartment,149,1583440722,,seed,2026-01-05T23:54:12.560Z
damascus,khaled ibn al walid,apartment,188,2148766296,,seed,2026-02-24T21:41:52.560Z
rif dimashq,darayya,land,587,1855433400,,seed,2025-11-09T23:59:41.560Z
damascus,mazzeh,apartment,97,523190716,,seed,2026-02-07T22:25:34.560Z
rif dimashq,jaramana,land,601,1038895004,,seed,2026-02-15T03:09:36.560Z
damascus,abu rummaneh,apartment,90,909102419,,seed,2025-11-30T00:41:31.560Z
damascus,mashrou dummar,apartment,184,2353281984,,seed,2025-12-12T18:21:48.560Z
damascus,muhajireen,land,423,2453714882,,seed,2025-12-09T05:47:04.560Z
damascus,shaalaan,villa,439,5893217292,,seed,2025-11-27T13:01:01.560Z
damascus,khaled ibn al walid,house,153,1416631898,,seed,2026-02-15T11:04:59.560Z
rif dimashq,jaramana,apartment,80,231441463,,seed,2025-11-07T16:02:45.560Z
rif dimashq,mleiha,apartment,183,612111480,,seed,2025-12-17T08:44:11.560Z
rif dimashq,qudsaya project,apartment,106,960064923,,seed,2025-11-13T07:54:20.560Z
damascus,malki,apartment,213,1961015341,,seed,2025-11-09T17:21:45.560Z
damascus,baghdad,studio,32,356119008,,seed,2025-11-14T04:57:40.560Z
damascus,shaalaan,apartment,81,957856808,,seed,2026-02-14T03:44:06.560Z
damascus,khaled ibn al walid,apartment,83,871692939,,seed,2026-01-17T16:06:58.560Z
damascus,abu rummaneh,apartment,128,1689086986,,seed,2026-02-21T09:02:13.560Z
rif dimashq,sahnaya,apartment,101,547715722,,seed,2026-01-19T14:09:50.560Z
rif dimashq,darayya,villa,491,3232890449,,seed,2026-02-06T19:00:46.560Z
damascus,malki,apartment,140,1846787702,,seed,2025-12-11T09:49:15.560Z
rif dimashq,artouz,apartment,177,896026992,,seed,2026-02-26T14:19:26.560Z
damascus,muhajireen,apartment,105,870337656,,seed,2026-03-02T14:06:31.560Z
rif dimashq,artouz,land,607,1755213159,,seed,2026-01-23T15:36:23.560Z
damascus,shaalaan,apartment,181,1734361377,,seed,2026-03-02T00:54:05.560Z
damascus,hay al ameen,house,131,1007948005,,seed,2025-12-08T15:57:26.560Z
rif dimashq,artouz,house,288,1080966497,,seed,2025-11-05T22:34:23.560Z
rif dimashq,mleiha,apartment,148,464044460,,seed,2025-11-20T17:33:33.560Z
damascus,shaalaan,apartment,82,1089110880,,seed,2026-01-25T23:10:53.560Z
damascus,malki,apartment,126,1814950077,,seed,2026-01-20T14:05:44.560Z
rif dimashq,darayya,apartment,74,369428516,,seed,2026-01-25T16:29:16.560Z
damascus,muhajireen,villa,336,5767268887,,seed,2026-02-03T15:28:13.560Z
damascus,mashrou dummar,house,97,880508492,,seed,2026-02-20T18:26:43.560Z
damascus,muhajireen,apartment,111,1467765793,,seed,2025-12-18T05:01:10.560Z
rif dimashq,sahnaya,land,154,575142876,,seed,2025-11-26T02:11:49.560Z
damascus,hay al ameen,apartment,159,1540222983,,seed,2025-12-20T09:51:55.560Z
damascus,midan,apartment,219,736386581,,seed,2026-02-23T11:05:10.560Z
rif dimashq,mleiha,apartment,100,332385382,,seed,2025-12-01T20:15:32.560Z
rif dimashq,mleiha,apartment,163,449429790,,seed,2025-11-27T04:18:05.560Z
rif dimashq,darayya,apartment,150,761754563,,seed,2026-02-20T08:37:57.560Z
damascus,hay al ameen,apartment,127,1021028933,,seed,2026-02-16T03:28:17.560Z
damascus,hay al ameen,apartment,160,1949935031,,seed,2026-01-05T00:18:26.560Z
rif dimashq,sahnaya,land,773,2356792762,,seed,2026-02-27T16:01:36.560Z
damascus,abu rummaneh,house,154,1182962174,,seed,2025-12-22T20:13:45.560Z
damascus,khaled ibn al walid,apartment,119,1001564088,,seed,2026-02-27T05:55:42.560Z
damascus,abu rummaneh,apartment,180,2416607370,,seed,2026-02-04T11:30:11.560Z
damascus,abu rummaneh,house,251,2269370593,,seed,2026-01-01T02:17:52.560Z
damascus,muhajireen,studio,38,370770656,,seed,2025-12-25T15:07:07.560Z
damascus,kafr sousa,studio,25,106788164,,seed,2025-12-04T15:29:47.560Z
rif dimashq,jadidat al sheibani,house,225,1141966389,,seed,2025-12-25T12:20:33.560Z
damascus,kafr sousa,land,740,1942801674,,seed,2026-03-01T02:03:56.560Z
damascus,midan,apartment,187,605520865,,seed,2025-11-06T06:40:20.560Z
damascus,midan,apartment,173,398382421,,seed,2026-02-28T12:46:07.560Z
rif dimashq,jadidat al sheibani,house,288,1621001357,,seed,2025-11-25T15:53:40.560Z
damascus,shaalaan,apartment,213,2282228705,,seed,2026-02-26T08:48:09.560Z
damascus,abu rummaneh,apartment,172,1753397926,,seed,2026-01-06T17:19:39.560Z
rif dimashq,qudsaya project,apartment,74,758330633,,seed,2026-01-24T17:52:18.560Z
damascus,malki,villa,217,2979077650,,seed,2025-12-22T11:41:40.560Z
damascus,hay al ameen,apartment,142,1145811082,,seed,2026-01-11T09:00:53.560Z
damascus,mazzeh,apartment,92,659904144,,seed,2026-02-17T12:07:41.560Z
damascus,malki,studio,29,292476088,,seed,2025-11-29T03:22:29.560Z
rif dimashq,mleiha,land,271,582067350,,seed,2025-12-24T15:47:03.560Z
damascus,abu rummaneh,house,106,982961979,,seed,2025-11-18T18:19:52.560Z
rif dimashq,qudsaya project,house,246,1640055618,,seed,2025-11-15T19:22:02.560Z
rif dimashq,mleiha,land,839,1228776523,,seed,2026-02-14T17:01:50.560Z
damascus,abu rummaneh,apartment,142,1014187061,,seed,2026-01-27T23:26:03.560Z
damascus,abu rummaneh,apartment,98,1085192411,,seed,2025-12-22T21:55:10.560Z
rif dimashq,darayya,apartment,123,711231921,,seed,2025-11-11T20:48:52.560Z
damascus,muhajireen,apartment,134,1740406338,,seed,2025-11-14T10:26:49.560Z
damascus,midan,apartment,167,533642901,,seed,2026-02-13T19:34:12.560Z
damascus,malki,studio,36,496951832,,seed,2026-02-15T23:45:45.560Z
rif dimashq,qudsaya project,house,176,1406199653,,seed,2026-01-12T04:17:36.560Z
rif dimashq,harasta,apartment,95,329052817,,seed,2025-11-28T00:30:12.560Z
damascus,malki,apartment,98,1149650211,,seed,2026-03-01T02:53:21.560Z
damascus,abu rummaneh,apartment,165,1740065938,,seed,2026-03-02T05:59:35.560Z
rif dimashq,sahnaya,villa,306,2768779286,,seed,2026-01-31T21:16:49.560Z
rif dimashq,artouz,house,175,1100759263,,seed,2026-01-07T16:24:39.560Z
rif dimashq,sahnaya,apartment,139,669810006,,seed,2026-02-15T19:28:41.560Z
damascus,midan,villa,297,1316727551,,seed,2026-01-18T05:02:38.560Z
damascus,malki,house,184,1633842104,,seed,2026-02-13T11:03:14.560Z
damascus,hay al ameen,apartment,204,2284523778,,seed,2026-02-22T05:03:01.560Z
damascus,abu rummaneh,house,237,1735929653,,seed,2026-01-16T14:59:27.560Z
damascus,malki,house,210,2179433875,,seed,2026-02-07T17:26:31.560Z
damascus,khaled ibn al walid,apartment,189,1644000989,,seed,2026-01-19T08:14:59.560Z
damascus,rukn al-din,villa,451,1983128413,,seed,2026-01-09T00:07:28.560Z
damascus,malki,land,782,5618186221,,seed,2025-11-30T07:36:53.560Z
rif dimashq,qudsaya project,apartment,195,1786229226,,seed,2026-02-11T05:12:36.560Z
rif dimashq,mleiha,apartment,203,569583029,,seed,2025-11-20T11:32:50.560Z
damascus,baghdad,apartment,141,1382949899,,seed,2025-11-05T19:58:44.560Z
rif dimashq,sahnaya,apartment,201,1169865280,,seed,2025-11-26T15:45:43.560Z
damascus,midan,apartment,93,327994047,,seed,2026-02-26T10:47:43.560Z
damascus,abu rummaneh,apartment,132,1330795843,,seed,2026-02-07T03:07:10.560Z
damascus,kafr sousa,villa,180,1968300000,,seed,2025-12-08T16:51:42.560Z
damascus,muhajireen,studio,55,425012775,,seed,2026-02-28T19:26:23.560Z
rif dimashq,jaramana,house,205,562858408,,seed,2025-12-21T02:33:21.560Z
rif dimashq,qudsaya project,land,890,4898436806,,seed,2026-01-09T21:28:10.560Z
damascus,malki,house,245,1997572133,,seed,2025-12-06T13:32:12.560Z
damascus,shaalaan,apartment,90,987978553,,seed,2025-11-24T17:10:33.560Z
rif dimashq,sahnaya,apartment,205,1090382821,,seed,2026-01-05T18:48:50.560Z
damascus,rukn al-din,apartment,195,581540860,,seed,2026-02-08T10:09:20.560Z
damascus,shaalaan,apartment,172,1647370242,,seed,2026-01-28T19:13:53.560Z
